sdate,variable,value,sign_if_LT_LOD,flag
05-Feb-57,TEMP,5,,1
12-Feb-57,TEMP,5.5,,1
19-Feb-57,TEMP,4.5,,1
26-Feb-57,TEMP,4.5,,1
05-Mar-57,TEMP,4.5,,1
12-Mar-57,TEMP,8.2,,1
19-Mar-57,TEMP,8,,1
26-Mar-57,TEMP,8,,1
02-Apr-57,TEMP,8.5,,1
09-Apr-57,TEMP,8,,1
16-Apr-57,TEMP,9.4,,1
24-Apr-57,TEMP,10.9,,1
30-Apr-57,TEMP,12.35,,1
07-May-57,TEMP,12,,1
14-May-57,TEMP,12.25,,1
21-May-57,TEMP,11.9,,1
28-May-57,TEMP,15.8,,1
04-Jun-57,TEMP,19.5,,1
12-Jun-57,TEMP,17,,1
19-Jun-57,TEMP,21,,1
26-Jun-57,TEMP,18.65,,1
02-Jul-57,TEMP,20.37,,1
09-Jul-57,TEMP,19.7,,1
16-Jul-57,TEMP,18.5,,1
23-Jul-57,TEMP,19.4,,1
29-Jul-57,TEMP,18.2,,1
07-Aug-57,TEMP,20.3,,1
13-Aug-57,TEMP,18.4,,1
20-Aug-57,TEMP,16.2,,1
27-Aug-57,TEMP,13.5,,1
03-Sep-57,TEMP,14.5,,1
10-Sep-57,TEMP,13.7,,1
17-Sep-57,TEMP,12.5,,1
24-Sep-57,TEMP,12.1,,1
01-Oct-57,TEMP,11.5,,1
08-Oct-57,TEMP,11.7,,1
15-Oct-57,TEMP,12.3,,1
22-Oct-57,TEMP,10.3,,1
29-Oct-57,TEMP,10,,1
05-Nov-57,TEMP,9,,1
12-Nov-57,TEMP,7.6,,1
19-Nov-57,TEMP,6.9,,1
26-Nov-57,TEMP,6.7,,1
03-Dec-57,TEMP,5.7,,1
10-Dec-57,TEMP,5.6,,1
17-Dec-57,TEMP,3.9,,1
23-Dec-57,TEMP,5.3,,1
31-Dec-57,TEMP,5.2,,1
07-Jan-58,TEMP,4.2,,1
04-Feb-58,TEMP,4.05,,1
11-Feb-58,TEMP,3.22,,1
18-Feb-58,TEMP,4.03,,1
25-Feb-58,TEMP,3.54,,1
04-Mar-58,TEMP,4.4,,1
11-Mar-58,TEMP,2.65,,1
18-Mar-58,TEMP,3.6,,1
25-Mar-58,TEMP,3.9,,1
01-Apr-58,TEMP,5,,1
09-Apr-58,TEMP,5.45,,1
15-Apr-58,TEMP,6.9,,1
22-Apr-58,TEMP,8.94,,1
29-Apr-58,TEMP,10,,1
05-May-58,TEMP,12.75,,1
13-May-58,TEMP,11.6,,1
21-May-58,TEMP,10.54,,1
28-May-58,TEMP,12.4,,1
04-Jun-58,TEMP,14.55,,1
09-Jun-58,TEMP,15.55,,1
17-Jun-58,TEMP,17.6,,1
23-Jun-58,TEMP,16,,1
01-Jul-58,TEMP,16.82,,1
08-Jul-58,TEMP,19.4,,1
14-Jul-58,TEMP,17.3,,1
21-Jul-58,TEMP,18.5,,1
28-Jul-58,TEMP,17.6,,1
05-Aug-58,TEMP,15.9,,1
11-Aug-58,TEMP,16.8,,1
18-Aug-58,TEMP,16.8,,1
25-Aug-58,TEMP,17.5,,1
01-Sep-58,TEMP,17.98,,1
08-Sep-58,TEMP,18.07,,1
15-Sep-58,TEMP,17.35,,1
22-Sep-58,TEMP,15.3,,1
06-Oct-58,TEMP,12.1,,1
13-Oct-58,TEMP,11.3,,1
20-Oct-58,TEMP,10.47,,1
27-Oct-58,TEMP,10.95,,1
03-Nov-58,TEMP,9.9,,1
10-Nov-58,TEMP,8.75,,1
17-Nov-58,TEMP,8.51,,1
24-Nov-58,TEMP,7.4,,1
01-Dec-58,TEMP,6.02,,1
08-Dec-58,TEMP,5.02,,1
17-Dec-58,TEMP,3.85,,1
22-Dec-58,TEMP,4.24,,1
29-Dec-58,TEMP,4.75,,1
05-Jan-59,TEMP,3.3,,1
15-Jan-59,TEMP,2.35,,1
26-Jan-59,TEMP,1.85,,1
02-Feb-59,TEMP,0.5,,1
09-Feb-59,TEMP,0.9,,1
23-Feb-59,TEMP,4.3,,1
02-Mar-59,TEMP,6.4,,1
09-Mar-59,TEMP,5.85,,1
16-Mar-59,TEMP,6.7,,1
23-Mar-59,TEMP,6.7,,1
31-Mar-59,TEMP,7.4,,1
06-Apr-59,TEMP,8.1,,1
13-Apr-59,TEMP,8.65,,1
20-Apr-59,TEMP,10,,1
27-Apr-59,TEMP,10,,1
04-May-59,TEMP,10.3,,1
11-May-59,TEMP,15,,1
19-May-59,TEMP,16.9,,1
25-May-59,TEMP,17.8,,1
01-Jun-59,TEMP,17.6,,1
08-Jun-59,TEMP,15.6,,1
15-Jun-59,TEMP,18.9,,1
22-Jun-59,TEMP,19.6,,1
29-Jun-59,TEMP,19.1,,1
06-Jul-59,TEMP,19.2,,1
13-Jul-59,TEMP,18.35,,1
20-Jul-59,TEMP,18.82,,1
27-Jul-59,TEMP,19.6,,1
04-Aug-59,TEMP,17.5,,1
10-Aug-59,TEMP,19.6,,1
17-Aug-59,TEMP,17.65,,1
24-Aug-59,TEMP,19.2,,1
31-Aug-59,TEMP,18.2,,1
07-Sep-59,TEMP,17.8,,1
14-Sep-59,TEMP,17.62,,1
21-Sep-59,TEMP,15.9,,1
28-Sep-59,TEMP,14.4,,1
05-Oct-59,TEMP,15.4,,1
12-Oct-59,TEMP,16.2,,1
19-Oct-59,TEMP,13.05,,1
26-Oct-59,TEMP,11.1,,1
02-Nov-59,TEMP,9.9,,1
09-Nov-59,TEMP,9.05,,1
16-Nov-59,TEMP,7.5,,1
23-Nov-59,TEMP,8.6,,1
30-Nov-59,TEMP,7.7,,1
07-Dec-59,TEMP,6.6,,1
14-Dec-59,TEMP,6.38,,1
21-Dec-59,TEMP,5.5,,1
28-Dec-59,TEMP,6.2,,1
04-Jan-60,TEMP,6,,1
11-Jan-60,TEMP,4.6,,1
18-Jan-60,TEMP,3.4,,1
25-Jan-60,TEMP,5,,1
01-Feb-60,TEMP,4.5,,1
08-Feb-60,TEMP,4.9,,1
15-Feb-60,TEMP,1.7,,1
17-Feb-60,TEMP,3,,1
22-Feb-60,TEMP,1.1,,1
29-Feb-60,TEMP,4.2,,1
07-Mar-60,TEMP,4.98,,1
15-Mar-60,TEMP,5.7,,1
22-Mar-60,TEMP,5.43,,1
29-Mar-60,TEMP,6.12,,1
05-Apr-60,TEMP,7.3,,1
12-Apr-60,TEMP,8.07,,1
20-Apr-60,TEMP,10.92,,1
26-Apr-60,TEMP,12.1,,1
03-May-60,TEMP,12.4,,1
10-May-60,TEMP,14.5,,1
17-May-60,TEMP,15.6,,1
24-May-60,TEMP,14.7,,1
31-May-60,TEMP,17,,1
08-Jun-60,TEMP,18.2,,1
14-Jun-60,TEMP,14.9,,1
21-Jun-60,TEMP,19.2,,1
28-Jun-60,TEMP,21.2,,1
05-Jul-60,TEMP,18.55,,1
12-Jul-60,TEMP,17.02,,1
19-Jul-60,TEMP,17.25,,1
26-Jul-60,TEMP,16.65,,1
03-Aug-60,TEMP,18.5,,1
09-Aug-60,TEMP,18.02,,1
16-Aug-60,TEMP,16.62,,1
23-Aug-60,TEMP,16.95,,1
30-Aug-60,TEMP,17,,1
06-Sep-60,TEMP,15.65,,1
13-Sep-60,TEMP,16.78,,1
20-Sep-60,TEMP,13.52,,1
27-Sep-60,TEMP,13.25,,1
04-Oct-60,TEMP,12.5,,1
11-Oct-60,TEMP,11.38,,1
18-Oct-60,TEMP,10.12,,1
25-Oct-60,TEMP,10.02,,1
31-Oct-60,TEMP,9.7,,1
07-Nov-60,TEMP,7.5,,1
14-Nov-60,TEMP,7.5,,1
21-Nov-60,TEMP,6.9,,1
28-Nov-60,TEMP,6.95,,1
05-Dec-60,TEMP,6.9,,1
12-Dec-60,TEMP,5.2,,1
19-Dec-60,TEMP,4.2,,1
28-Dec-60,TEMP,4,,1
03-Jan-61,TEMP,3.9,,1
09-Jan-61,TEMP,3.9,,1
31-Jan-61,TEMP,4.2,,1
06-Feb-61,TEMP,4.1,,1
13-Feb-61,TEMP,6,,1
20-Feb-61,TEMP,6.3,,1
27-Feb-61,TEMP,4.8,,1
06-Mar-61,TEMP,6.3,,1
13-Mar-61,TEMP,7.1,,1
20-Mar-61,TEMP,7.3,,1
27-Mar-61,TEMP,7.5,,1
04-Apr-61,TEMP,8,,1
10-Apr-61,TEMP,8.35,,1
17-Apr-61,TEMP,10.98,,1
24-Apr-61,TEMP,11.45,,1
01-May-61,TEMP,11.6,,1
15-May-61,TEMP,14.3,,1
23-May-61,TEMP,15.8,,1
29-May-61,TEMP,14,,1
05-Jun-61,TEMP,16.7,,1
12-Jun-61,TEMP,15,,1
19-Jun-61,TEMP,14.3,,1
26-Jun-61,TEMP,16.6,,1
03-Jul-61,TEMP,17.9,,1
10-Jul-61,TEMP,17.1,,1
17-Jul-61,TEMP,15.1,,1
24-Jul-61,TEMP,17,,1
07-Aug-61,TEMP,14.5,,1
14-Aug-61,TEMP,14.25,,1
21-Aug-61,TEMP,14.9,,1
04-Sep-61,TEMP,17.6,,1
25-Sep-61,TEMP,14.6,,1
